Year,match_round,match_home_team,match_away_team,venue_name,match_attendance
2002,2,Adelaide,Geelong,Football Park,44386
2002,2,Brisbane,Hawthorn,Gabba,25660
2002,2,Carlton,Sydney,Ikon Park,22435
2002,2,Collingwood,West Coast,MCG,29348
2002,2,Essendon,Richmond,MCG,67453
2002,2,Fremantle,St Kilda,Subiaco,21138
2002,2,Melbourne,Port Adelaide,MCG,19611
2002,2,North Melbourne,Western Bulldogs,Marvel Stadium,25985
2002,3,Adelaide,Sydney,Football Park,42246
2002,3,Brisbane,Essendon,Gabba,35898
2002,3,Carlton,Collingwood,MCG,63864
2002,3,Hawthorn,Fremantle,University of Tasmania Stadium,15066
2002,3,North Melbourne,Geelong,Marvel Stadium,27286
2002,3,Richmond,Melbourne,MCG,37154
2002,3,St Kilda,Port Adelaide,Marvel Stadium,17641
2002,3,West Coast,Western Bulldogs,Subiaco,31854
2002,4,Collingwood,Hawthorn,MCG,48476
2002,4,Essendon,Adelaide,Marvel Stadium,40322
2002,4,Fremantle,Richmond,Subiaco,23571
2002,4,Geelong,St Kilda,GMHBA Stadium,23563
2002,4,Melbourne,West Coast,Ikon Park,9421
2002,4,Port Adelaide,Carlton,Football Park,29486
2002,4,Sydney,North Melbourne,SCG,23775
2002,4,Western Bulldogs,Brisbane,Marvel Stadium,23928
2002,5,Adelaide,Port Adelaide,Football Park,49513
2002,5,Carlton,North Melbourne,Marvel Stadium,35138
2002,5,Collingwood,Essendon,MCG,84894
2002,5,Geelong,Fremantle,GMHBA Stadium,20075
2002,5,Hawthorn,Richmond,MCG,39694
2002,5,St Kilda,Sydney,Marvel Stadium,21007
2002,5,West Coast,Brisbane,Subiaco,33313
2002,5,Western Bulldogs,Melbourne,Marvel Stadium,30789
2002,6,Brisbane,Geelong,Gabba,27015
2002,6,Carlton,Western Bulldogs,Marvel Stadium,29783
2002,6,Fremantle,Essendon,Subiaco,25319
2002,6,North Melbourne,Hawthorn,MCG,33345
2002,6,Port Adelaide,West Coast,Football Park,27056
2002,6,Richmond,Adelaide,Marvel Stadium,23355
2002,6,St Kilda,Collingwood,Marvel Stadium,46089
2002,6,Sydney,Melbourne,SCG,23578
2002,7,Adelaide,Fremantle,Football Park,44058
2002,7,Brisbane,Port Adelaide,Gabba,24538
2002,7,Essendon,Carlton,MCG,55633
2002,7,Hawthorn,Geelong,MCG,38709
2002,7,Melbourne,St Kilda,MCG,20892
2002,7,Richmond,Sydney,Marvel Stadium,29303
2002,7,West Coast,North Melbourne,Subiaco,32815
2002,7,Western Bulldogs,Collingwood,Marvel Stadium,34400
2002,8,Collingwood,Brisbane,Marvel Stadium,46279
2002,8,Essendon,St Kilda,Marvel Stadium,34262
2002,8,Fremantle,Melbourne,Subiaco,25027
2002,8,Hawthorn,Carlton,MCG,39142
2002,8,North Melbourne,Adelaide,UNSW Canberra Oval,7671
2002,8,Port Adelaide,Geelong,Football Park,18193
2002,8,Richmond,West Coast,MCG,22647
2002,8,Western Bulldogs,Sydney,SCG,20934
2002,9,Brisbane,Fremantle,Gabba,21709
2002,9,Carlton,Adelaide,Ikon Park,19305
2002,9,Geelong,Western Bulldogs,GMHBA Stadium,22033
2002,9,Melbourne,North Melbourne,MCG,28625
2002,9,Port Adelaide,Collingwood,Football Park,35834
2002,9,St Kilda,Richmond,Marvel Stadium,30336
2002,9,Sydney,Essendon,ANZ Stadium,54129
2002,9,West Coast,Hawthorn,Subiaco,38646
2002,10,Adelaide,Brisbane,Football Park,47279
2002,10,Collingwood,Sydney,Marvel Stadium,45269
2002,10,Fremantle,Carlton,Subiaco,27277
2002,10,Geelong,Melbourne,GMHBA Stadium,20031
2002,10,Hawthorn,Port Adelaide,University of Tasmania Stadium,18112
2002,10,North Melbourne,Essendon,MCG,34352
2002,10,Richmond,Western Bulldogs,MCG,31586
2002,10,St Kilda,West Coast,Marvel Stadium,18876
2002,11,Adelaide,Hawthorn,Football Park,42162
2002,11,Brisbane,St Kilda,Gabba,23157
2002,11,Essendon,Port Adelaide,Marvel Stadium,40044
2002,11,Geelong,Carlton,Marvel Stadium,37294
2002,11,Melbourne,Collingwood,MCG,65860
2002,11,North Melbourne,Richmond,Marvel Stadium,30889
2002,11,West Coast,Sydney,Subiaco,35014
2002,11,Western Bulldogs,Fremantle,Ikon Park,11539
2002,12,Brisbane,North Melbourne,Gabba,27940
2002,12,Carlton,West Coast,Ikon Park,16353
2002,12,Essendon,Hawthorn,MCG,40470
2002,12,Fremantle,Collingwood,Subiaco,33088
2002,12,Melbourne,Adelaide,Ikon Park,12210
2002,12,Port Adelaide,Richmond,Football Park,25770
2002,12,Sydney,Geelong,SCG,21767
2002,12,Western Bulldogs,St Kilda,Marvel Stadium,29453
2002,13,Brisbane,Carlton,Gabba,27324
2002,13,Collingwood,North Melbourne,Marvel Stadium,48288
2002,13,Essendon,Melbourne,Marvel Stadium,41817
2002,13,Port Adelaide,Western Bulldogs,Football Park,24751
2002,13,Richmond,Geelong,MCG,30197
2002,13,St Kilda,Hawthorn,Marvel Stadium,28928
2002,13,Sydney,Fremantle,SCG,16844
2002,13,West Coast,Adelaide,Subiaco,34937
2002,14,Adelaide,Collingwood,Football Park,46368
2002,14,Carlton,Richmond,MCG,36941
2002,14,Fremantle,Port Adelaide,Subiaco,24193
2002,14,Geelong,West Coast,GMHBA Stadium,18608
2002,14,Hawthorn,Sydney,MCG,25079
2002,14,Melbourne,Brisbane,Gabba,25166
2002,14,St Kilda,North Melbourne,Marvel Stadium,23864
2002,14,Western Bulldogs,Essendon,Marvel Stadium,44864
2002,15,Adelaide,St Kilda,Football Park,29895
2002,15,Carlton,Melbourne,Marvel Stadium,37915
2002,15,Collingwood,Geelong,MCG,65331
2002,15,Hawthorn,Western Bulldogs,Marvel Stadium,35434
2002,15,North Melbourne,Fremantle,UNSW Canberra Oval,9242
2002,15,Richmond,Brisbane,Marvel Stadium,22642
2002,15,Sydney,Port Adelaide,SCG,18974
2002,15,West Coast,Essendon,Subiaco,37600
2002,16,Adelaide,Western Bulldogs,Football Park,41247
2002,16,Brisbane,Sydney,Gabba,25720
2002,16,Carlton,St Kilda,Marvel Stadium,33813
2002,16,Collingwood,Richmond,MCG,48620
2002,16,Essendon,Geelong,Marvel Stadium,47778
2002,16,Fremantle,West Coast,Subiaco,41779
2002,16,Melbourne,Hawthorn,MCG,37442
2002,16,North Melbourne,Port Adelaide,Ikon Park,9398
2002,17,Geelong,Adelaide,GMHBA Stadium,24325
2002,17,Hawthorn,Brisbane,MCG,35202
2002,17,Port Adelaide,Melbourne,Football Park,25283
2002,17,Richmond,Essendon,MCG,39650
2002,17,St Kilda,Fremantle,Ikon Park,8078
2002,17,Sydney,Carlton,ANZ Stadium,34404
2002,17,West Coast,Collingwood,Subiaco,38877
2002,17,Western Bulldogs,North Melbourne,Marvel Stadium,31576
2002,18,Collingwood,Carlton,MCG,54233
2002,18,Essendon,Brisbane,Marvel Stadium,43036
2002,18,Fremantle,Hawthorn,Subiaco,24332
2002,18,Geelong,North Melbourne,GMHBA Stadium,23163
2002,18,Melbourne,Richmond,MCG,28815
2002,18,Port Adelaide,St Kilda,Football Park,22885
2002,18,Sydney,Adelaide,SCG,18766
2002,18,Western Bulldogs,West Coast,Ikon Park,11809
2002,19,Adelaide,Essendon,Football Park,43720
2002,19,Brisbane,Western Bulldogs,Gabba,27443
2002,19,Carlton,Port Adelaide,Ikon Park,14115
2002,19,Hawthorn,Collingwood,MCG,53750
2002,19,North Melbourne,Sydney,SCG,14776
2002,19,Richmond,Fremantle,MCG,19519
2002,19,St Kilda,Geelong,Marvel Stadium,25552
2002,19,West Coast,Melbourne,Subiaco,36195
2002,20,Brisbane,West Coast,Gabba,29436
2002,20,Essendon,Collingwood,MCG,69613
2002,20,Fremantle,Geelong,Subiaco,22610
2002,20,Melbourne,Western Bulldogs,MCG,29225
2002,20,North Melbourne,Carlton,Marvel Stadium,23532
2002,20,Port Adelaide,Adelaide,Football Park,50275
2002,20,Richmond,Hawthorn,MCG,39391
2002,20,Sydney,St Kilda,SCG,16079
2002,21,Adelaide,Richmond,Football Park,42878
2002,21,Collingwood,St Kilda,MCG,42056
2002,21,Essendon,Fremantle,Marvel Stadium,32667
2002,21,Geelong,Brisbane,GMHBA Stadium,24003
2002,21,Hawthorn,North Melbourne,MCG,32393
2002,21,Melbourne,Sydney,MCG,27146
2002,21,West Coast,Port Adelaide,Subiaco,36502
2002,21,Western Bulldogs,Carlton,Marvel Stadium,22938
2002,22,Carlton,Essendon,MCG,46649
2002,22,Collingwood,Western Bulldogs,MCG,43894
2002,22,Fremantle,Adelaide,Subiaco,21610
2002,22,Geelong,Hawthorn,Marvel Stadium,41600
2002,22,North Melbourne,West Coast,UNSW Canberra Oval,11613
2002,22,Port Adelaide,Brisbane,Football Park,46439
2002,22,St Kilda,Melbourne,Marvel Stadium,34185
2002,22,Sydney,Richmond,ANZ Stadium,40386
2003,1,Adelaide,Fremantle,Football Park,45436
2003,1,Brisbane,Essendon,Gabba,36197
2003,1,Collingwood,Richmond,MCG,61058
2003,1,Melbourne,Hawthorn,MCG,41888
2003,1,North Melbourne,St Kilda,MCG,28361
2003,1,Sydney,Carlton,ANZ Stadium,30803
2003,1,West Coast,Port Adelaide,Subiaco,35083
2003,1,Western Bulldogs,Geelong,Marvel Stadium,27931
2003,2,Carlton,Collingwood,MCG,51894
2003,2,Essendon,Melbourne,MCG,43448
2003,2,Fremantle,Sydney,Subiaco,24887
2003,2,Geelong,North Melbourne,GMHBA Stadium,22588
2003,2,Hawthorn,West Coast,University of Tasmania Stadium,16217
2003,2,Port Adelaide,Brisbane,Football Park,27876
2003,2,Richmond,Western Bulldogs,Marvel Stadium,28847
2003,2,St Kilda,Adelaide,Marvel Stadium,19131
2003,3,Collingwood,Geelong,MCG,43979
2003,3,Essendon,Carlton,MCG,44268
2003,3,Melbourne,Western Bulldogs,Marvel Stadium,20790
2003,3,North Melbourne,Brisbane,Marvel Stadium,24359
2003,3,Port Adelaide,Hawthorn,Football Park,24902
2003,3,Richmond,Fremantle,MCG,19677
2003,3,Sydney,Adelaide,SCG,23651
2003,3,West Coast,St Kilda,Subiaco,32009
2003,4,Adelaide,West Coast,Football Park,43525
2003,4,Brisbane,Collingwood,Gabba,36803
2003,4,Carlton,Port Adelaide,Ikon Park,22507
2003,4,Fremantle,North Melbourne,Subiaco,25435
2003,4,Geelong,Melbourne,GMHBA Stadium,23001
2003,4,Hawthorn,Sydney,MCG,26359
2003,4,St Kilda,Richmond,Marvel Stadium,44382
2003,4,Western Bulldogs,Essendon,Marvel Stadium,35238
2003,5,Adelaide,Port Adelaide,Football Park,51140
2003,5,Brisbane,Western Bulldogs,Gabba,24341
2003,5,Essendon,Collingwood,MCG,62589
2003,5,Fremantle,West Coast,Subiaco,41654
2003,5,Hawthorn,Richmond,MCG,45140
2003,5,North Melbourne,Carlton,Marvel Stadium,38094
2003,5,St Kilda,Geelong,Marvel Stadium,27240
2003,5,Sydney,Melbourne,SCG,24286
2003,6,Carlton,Hawthorn,Ikon Park,27725
2003,6,Collingwood,Sydney,Marvel Stadium,41874
2003,6,Fremantle,Essendon,Subiaco,28492
2003,6,Geelong,Brisbane,GMHBA Stadium,21246
2003,6,Melbourne,West Coast,MCG,17534
2003,6,North Melbourne,Adelaide,Marvel Stadium,38469
2003,6,Port Adelaide,Richmond,Football Park,29608
2003,6,Western Bulldogs,St Kilda,Marvel Stadium,27278
2003,7,Adelaide,Collingwood,Football Park,44706
2003,7,Hawthorn,North Melbourne,Marvel Stadium,32435
2003,7,Melbourne,Port Adelaide,MCG,12410
2003,7,Richmond,Essendon,MCG,52196
2003,7,St Kilda,Carlton,Marvel Stadium,45122
2003,7,Sydney,Brisbane,SCG,23276
2003,7,West Coast,Geelong,Subiaco,36268
2003,7,Western Bulldogs,Fremantle,Marvel Stadium,12542
2003,8,Brisbane,Adelaide,Gabba,34469
2003,8,Carlton,Western Bulldogs,Ikon Park,20602
2003,8,Collingwood,West Coast,Marvel Stadium,39912
2003,8,Fremantle,St Kilda,Subiaco,26723
2003,8,Hawthorn,Essendon,MCG,48006
2003,8,Port Adelaide,North Melbourne,Football Park,24702
2003,8,Richmond,Melbourne,MCG,38063
2003,8,Sydney,Geelong,SCG,22483
2003,9,Adelaide,Western Bulldogs,Football Park,44342
2003,9,Carlton,Brisbane,Ikon Park,24906
2003,9,Collingwood,St Kilda,Marvel Stadium,46096
2003,9,Essendon,Port Adelaide,Marvel Stadium,35390
2003,9,Geelong,Hawthorn,Marvel Stadium,28001
2003,9,Melbourne,Fremantle,MCG,17009
2003,9,North Melbourne,Sydney,UNSW Canberra Oval,13832
2003,9,West Coast,Richmond,Subiaco,40313
2003,10,Essendon,West Coast,Marvel Stadium,32715
2003,10,Fremantle,Carlton,Subiaco,33250
2003,10,Geelong,Adelaide,GMHBA Stadium,19608
2003,10,Melbourne,Brisbane,Gabba,29634
2003,10,Port Adelaide,Collingwood,Football Park,43321
2003,10,Richmond,Sydney,MCG,34569
2003,10,St Kilda,Hawthorn,MCG,25745
2003,10,Western Bulldogs,North Melbourne,Marvel Stadium,24682
2003,11,Geelong,Carlton,Marvel Stadium,43587
2003,11,Hawthorn,Adelaide,MCG,25841
2003,11,Melbourne,Collingwood,MCG,60010
2003,11,North Melbourne,Richmond,Marvel Stadium,43200
2003,11,Port Adelaide,Fremantle,Football Park,30745
2003,11,St Kilda,Brisbane,Marvel Stadium,30313
2003,11,Sydney,Essendon,ANZ Stadium,45917
2003,11,West Coast,Western Bulldogs,Subiaco,38540
2003,12,Adelaide,Melbourne,Football Park,40178
2003,12,Brisbane,West Coast,Gabba,31185
2003,12,Collingwood,Hawthorn,MCG,47365
2003,12,Essendon,North Melbourne,Marvel Stadium,45331
2003,12,Fremantle,Geelong,Subiaco,30127
2003,12,Richmond,Carlton,MCG,36557
2003,12,St Kilda,Port Adelaide,University of Tasmania Stadium,17763
2003,12,Western Bulldogs,Sydney,SCG,21742
2003,13,Brisbane,Richmond,Gabba,32623
2003,13,Carlton,Adelaide,Ikon Park,19242
2003,13,Essendon,Geelong,Marvel Stadium,48374
2003,13,Hawthorn,Fremantle,University of Tasmania Stadium,17212
2003,13,Melbourne,St Kilda,MCG,29339
2003,13,Port Adelaide,Sydney,Football Park,24272
2003,13,West Coast,North Melbourne,Subiaco,36641
2003,13,Western Bulldogs,Collingwood,Marvel Stadium,42952
2003,14,Adelaide,Richmond,Football Park,44809
2003,14,Carlton,Melbourne,Ikon Park,24289
2003,14,Fremantle,Brisbane,Subiaco,28450
2003,14,Geelong,Port Adelaide,GMHBA Stadium,19770
2003,14,Hawthorn,Western Bulldogs,MCG,31390
2003,14,North Melbourne,Collingwood,Marvel Stadium,53312
2003,14,St Kilda,Essendon,Marvel Stadium,49148
2003,14,Sydney,West Coast,SCG,31121
2003,15,Adelaide,Essendon,Football Park,41758
2003,15,Brisbane,Hawthorn,Gabba,29684
2003,15,Collingwood,Fremantle,MCG,40964
2003,15,North Melbourne,Melbourne,MCG,24618
2003,15,Richmond,Geelong,Marvel Stadium,38546
2003,15,Sydney,St Kilda,SCG,27550
2003,15,West Coast,Carlton,Subiaco,39129
2003,15,Western Bulldogs,Port Adelaide,Marvel Stadium,14784
2003,16,Carlton,Sydney,Ikon Park,21463
2003,16,Essendon,Brisbane,Marvel Stadium,47744
2003,16,Fremantle,Adelaide,Subiaco,31225
2003,16,Geelong,Western Bulldogs,GMHBA Stadium,22067
2003,16,Hawthorn,Melbourne,MCG,32029
2003,16,Port Adelaide,West Coast,Football Park,37624
2003,16,Richmond,Collingwood,MCG,54655
2003,16,St Kilda,North Melbourne,Marvel Stadium,25381
2003,17,Adelaide,St Kilda,Football Park,44667
2003,17,Brisbane,Port Adelaide,Gabba,32043
2003,17,Collingwood,Carlton,MCG,54500
2003,17,Melbourne,Essendon,MCG,33368
2003,17,North Melbourne,Geelong,UNSW Canberra Oval,10253
2003,17,Sydney,Fremantle,SCG,30228
2003,17,West Coast,Hawthorn,Subiaco,40127
2003,17,Western Bulldogs,Richmond,Marvel Stadium,25204
2003,18,Adelaide,Sydney,Football Park,46945
2003,18,Brisbane,North Melbourne,Gabba,28044
2003,18,Carlton,Essendon,MCG,40697
2003,18,Fremantle,Richmond,Subiaco,31725
2003,18,Geelong,Collingwood,Marvel Stadium,45887
2003,18,Hawthorn,Port Adelaide,MCG,21415
2003,18,St Kilda,West Coast,Marvel Stadium,21531
2003,18,Western Bulldogs,Melbourne,Marvel Stadium,20714
2003,19,Collingwood,Brisbane,MCG,61868
2003,19,Essendon,Western Bulldogs,Marvel Stadium,36138
2003,19,Melbourne,Geelong,MCG,22508
2003,19,North Melbourne,Fremantle,MCG,18486
2003,19,Port Adelaide,Carlton,Football Park,31083
2003,19,Richmond,St Kilda,Marvel Stadium,41514
2003,19,Sydney,Hawthorn,SCG,33473
2003,19,West Coast,Adelaide,Subiaco,39681
2003,20,Brisbane,Sydney,Gabba,32988
2003,20,Carlton,St Kilda,Ikon Park,22361
2003,20,Collingwood,Adelaide,Marvel Stadium,45367
2003,20,Essendon,Richmond,MCG,40846
2003,20,Fremantle,Western Bulldogs,Subiaco,35518
2003,20,Geelong,West Coast,GMHBA Stadium,19202
2003,20,North Melbourne,Hawthorn,Marvel Stadium,29234
2003,20,Port Adelaide,Melbourne,Football Park,28032
2003,21,Adelaide,North Melbourne,Football Park,42259
2003,21,Brisbane,Geelong,Gabba,30515
2003,21,Essendon,Fremantle,Marvel Stadium,42256
2003,21,Hawthorn,Carlton,MCG,30406
2003,21,Richmond,Port Adelaide,Marvel Stadium,15920
2003,21,St Kilda,Western Bulldogs,University of Tasmania Stadium,15637
2003,21,Sydney,Collingwood,ANZ Stadium,72393
2003,21,West Coast,Melbourne,Subiaco,38029
2003,22,Carlton,North Melbourne,Marvel Stadium,26138
2003,22,Collingwood,Essendon,MCG,68381
2003,22,Geelong,St Kilda,GMHBA Stadium,20728
2003,22,Melbourne,Sydney,MCG,22969
2003,22,Port Adelaide,Adelaide,Football Park,48131
2003,22,Richmond,Hawthorn,MCG,31389
2003,22,West Coast,Fremantle,Subiaco,43027
2003,22,Western Bulldogs,Brisbane,Marvel Stadium,22361
2004,1,Brisbane,Sydney,Gabba,34028
2004,1,Fremantle,Carlton,Subiaco,34177
2004,1,Hawthorn,Melbourne,MCG,38351
2004,1,North Melbourne,Adelaide,MCG,19231
2004,1,Port Adelaide,Essendon,Football Park,28413
2004,1,Richmond,Collingwood,MCG,55622
2004,1,St Kilda,Geelong,Marvel Stadium,35042
2004,1,Western Bulldogs,West Coast,Marvel Stadium,18841
2004,2,Adelaide,Brisbane,Football Park,41095
2004,2,Carlton,Geelong,Ikon Park,25037
2004,2,Collingwood,Western Bulldogs,MCG,40044
2004,2,Essendon,St Kilda,Marvel Stadium,44876
2004,2,Hawthorn,North Melbourne,MCG,35305
2004,2,Melbourne,Richmond,MCG,33406
2004,2,Sydney,Fremantle,SCG,21366
2004,2,West Coast,Port Adelaide,Subiaco,39760
2004,3,Brisbane,Collingwood,Gabba,36467
2004,3,Essendon,West Coast,Marvel Stadium,33195
2004,3,Fremantle,Adelaide,Subiaco,32575
2004,3,North Melbourne,Carlton,MCG,36273
2004,3,Port Adelaide,Hawthorn,Football Park,27421
2004,3,St Kilda,Richmond,Marvel Stadium,43468
2004,3,Sydney,Geelong,SCG,25451
2004,3,Western Bulldogs,Melbourne,MCG,27767
2004,4,Adelaide,St Kilda,Football Park,42219
2004,4,Carlton,Essendon,MCG,60864
2004,4,Collingwood,Fremantle,Marvel Stadium,34416
2004,4,Geelong,Richmond,Marvel Stadium,31375
2004,4,Hawthorn,Western Bulldogs,MCG,24959
2004,4,Melbourne,Port Adelaide,MCG,20093
2004,4,North Melbourne,Sydney,UNSW Canberra Oval,14891
2004,4,West Coast,Brisbane,Subiaco,39666
2004,5,Brisbane,Hawthorn,Gabba,34526
2004,5,Carlton,West Coast,Ikon Park,18018
2004,5,Collingwood,Essendon,MCG,57294
2004,5,Fremantle,Geelong,Subiaco,35021
2004,5,Port Adelaide,Western Bulldogs,Football Park,26839
2004,5,Richmond,Adelaide,Marvel Stadium,25267
2004,5,St Kilda,North Melbourne,Marvel Stadium,38896
2004,5,Sydney,Melbourne,ANZ Stadium,33127
2004,6,Essendon,Sydney,MCG,38946
2004,6,Geelong,Adelaide,GMHBA Stadium,18224
2004,6,Melbourne,Carlton,MCG,38799
2004,6,North Melbourne,Western Bulldogs,UNSW Canberra Oval,7222
2004,6,Port Adelaide,Collingwood,Football Park,31174
2004,6,Richmond,Hawthorn,Marvel Stadium,37947
2004,6,St Kilda,Brisbane,Marvel Stadium,52539
2004,6,West Coast,Fremantle,Subiaco,42135
2004,7,Carlton,Collingwood,MCG,56617
2004,7,Fremantle,St Kilda,Subiaco,39931
2004,7,Hawthorn,Geelong,Marvel Stadium,28612
2004,7,Melbourne,West Coast,MCG,21145
2004,7,North Melbourne,Brisbane,Marvel Stadium,27511
2004,7,Port Adelaide,Adelaide,Football Park,44733
2004,7,Sydney,Richmond,SCG,23014
2004,7,Western Bulldogs,Essendon,Marvel Stadium,45119
2004,8,Adelaide,Essendon,Football Park,46309
2004,8,Brisbane,Carlton,Gabba,34368
2004,8,Geelong,Melbourne,GMHBA Stadium,21157
2004,8,Hawthorn,Fremantle,University of Tasmania Stadium,14554
2004,8,North Melbourne,Port Adelaide,Marvel Stadium,16910
2004,8,Richmond,Western Bulldogs,MCG,33960
2004,8,St Kilda,Collingwood,Marvel Stadium,47898
2004,8,West Coast,Sydney,Subiaco,38870
2004,9,Carlton,Western Bulldogs,Ikon Park,26041
2004,9,Collingwood,Adelaide,Marvel Stadium,37881
2004,9,Fremantle,Brisbane,Subiaco,32575
2004,9,Geelong,Essendon,Marvel Stadium,51400
2004,9,Melbourne,North Melbourne,MCG,31291
2004,9,Port Adelaide,Richmond,Football Park,25761
2004,9,St Kilda,West Coast,Marvel Stadium,30478
2004,9,Sydney,Hawthorn,SCG,25127
2004,10,Carlton,St Kilda,Marvel Stadium,37136
2004,10,Essendon,Fremantle,Marvel Stadium,38411
2004,10,Hawthorn,Adelaide,MCG,22942
2004,10,Melbourne,Brisbane,Gabba,32902
2004,10,North Melbourne,Collingwood,Marvel Stadium,44833
2004,10,Port Adelaide,Geelong,Football Park,29177
2004,10,West Coast,Richmond,Subiaco,38517
2004,10,Western Bulldogs,Sydney,SCG,23479
2004,11,Adelaide,Carlton,Football Park,41617
2004,11,Brisbane,Port Adelaide,Gabba,34241
2004,11,Collingwood,West Coast,Marvel Stadium,44401
2004,11,Fremantle,Melbourne,Subiaco,33125
2004,11,Hawthorn,Essendon,MCG,42682
2004,11,North Melbourne,Richmond,Marvel Stadium,31700
2004,11,Sydney,St Kilda,SCG,36039
2004,11,Western Bulldogs,Geelong,Marvel Stadium,31811
2004,12,Carlton,Hawthorn,Marvel Stadium,47302
2004,12,Essendon,Brisbane,Marvel Stadium,50003
2004,12,Geelong,North Melbourne,GMHBA Stadium,21612
2004,12,Melbourne,Collingwood,MCG,56988
2004,12,Port Adelaide,Sydney,Football Park,28032
2004,12,Richmond,Fremantle,MCG,18666
2004,12,West Coast,Adelaide,Subiaco,37580
2004,12,Western Bulldogs,St Kilda,MCG,28306
2004,13,Adelaide,Western Bulldogs,Football Park,36774
2004,13,Essendon,Melbourne,MCG,47314
2004,13,Fremantle,Port Adelaide,Subiaco,36507
2004,13,Geelong,Brisbane,GMHBA Stadium,17648
2004,13,North Melbourne,West Coast,UNSW Canberra Oval,8542
2004,13,Richmond,Carlton,Marvel Stadium,46618
2004,13,St Kilda,Hawthorn,Marvel Stadium,36925
2004,13,Sydney,Collingwood,ANZ Stadium,50091
2004,14,Adelaide,Melbourne,Football Park,39288
2004,14,Brisbane,Richmond,Gabba,32744
2004,14,Carlton,Sydney,Ikon Park,26172
2004,14,Collingwood,Hawthorn,MCG,44329
2004,14,Essendon,North Melbourne,Marvel Stadium,49419
2004,14,St Kilda,Port Adelaide,University of Tasmania Stadium,19223
2004,14,West Coast,Geelong,Subiaco,36668
2004,14,Western Bulldogs,Fremantle,Marvel Stadium,18734
2004,15,Brisbane,Western Bulldogs,Gabba,29295
2004,15,Collingwood,Geelong,Marvel Stadium,50627
2004,15,Fremantle,North Melbourne,Subiaco,37077
2004,15,Hawthorn,West Coast,University of Tasmania Stadium,15581
2004,15,Melbourne,St Kilda,MCG,54409
2004,15,Port Adelaide,Carlton,Football Park,30109
2004,15,Richmond,Essendon,MCG,48286
2004,15,Sydney,Adelaide,SCG,28493
2004,16,Adelaide,Fremantle,Football Park,34855
2004,16,Carlton,North Melbourne,Ikon Park,20732
2004,16,Collingwood,Brisbane,MCG,34326
2004,16,Geelong,Sydney,GMHBA Stadium,20515
2004,16,Hawthorn,Port Adelaide,MCG,11682
2004,16,Melbourne,Western Bulldogs,Marvel Stadium,25107
2004,16,Richmond,St Kilda,Marvel Stadium,34631
2004,16,West Coast,Essendon,Subiaco,40674
2004,17,Brisbane,Adelaide,Gabba,33443
2004,17,Fremantle,Sydney,Subiaco,35037
2004,17,Geelong,Carlton,Marvel Stadium,43210
2004,17,North Melbourne,Hawthorn,MCG,20018
2004,17,Port Adelaide,West Coast,Football Park,26286
2004,17,Richmond,Melbourne,MCG,25211
2004,17,St Kilda,Essendon,Marvel Stadium,50392
2004,17,Western Bulldogs,Collingwood,Marvel Stadium,32675
2004,18,Adelaide,North Melbourne,Football Park,37562
2004,18,Carlton,Fremantle,Ikon Park,17092
2004,18,Collingwood,Richmond,MCG,39933
2004,18,Essendon,Port Adelaide,Marvel Stadium,35711
2004,18,Geelong,St Kilda,GMHBA Stadium,21673
2004,18,Melbourne,Hawthorn,MCG,28392
2004,18,Sydney,Brisbane,SCG,34926
2004,18,West Coast,Western Bulldogs,Subiaco,36028
2004,19,Brisbane,West Coast,Gabba,31754
2004,19,Essendon,Carlton,MCG,45083
2004,19,Fremantle,Collingwood,Subiaco,40901
2004,19,Port Adelaide,Melbourne,Football Park,30702
2004,19,Richmond,Geelong,MCG,33176
2004,19,St Kilda,Adelaide,University of Tasmania Stadium,17101
2004,19,Sydney,North Melbourne,SCG,24028
2004,19,Western Bulldogs,Hawthorn,Marvel Stadium,22330
2004,20,Adelaide,Richmond,Football Park,35896
2004,20,Essendon,Collingwood,MCG,52983
2004,20,Geelong,Fremantle,GMHBA Stadium,15209
2004,20,Hawthorn,Brisbane,MCG,17159
2004,20,Melbourne,Sydney,Marvel Stadium,34991
2004,20,North Melbourne,St Kilda,Marvel Stadium,41664
2004,20,West Coast,Carlton,Subiaco,39631
2004,20,Western Bulldogs,Port Adelaide,TIO Stadium,13271
2004,21,Adelaide,Geelong,Football Park,37576
2004,21,Brisbane,St Kilda,Gabba,35823
2004,21,Carlton,Melbourne,Ikon Park,22254
2004,21,Collingwood,Port Adelaide,MCG,27226
2004,21,Fremantle,West Coast,Subiaco,41907
2004,21,Hawthorn,Richmond,MCG,27007
2004,21,Sydney,Essendon,ANZ Stadium,46440
2004,21,Western Bulldogs,North Melbourne,Marvel Stadium,24741
2004,22,Adelaide,Port Adelaide,Football Park,45473
2004,22,Brisbane,North Melbourne,Gabba,33122
2004,22,Collingwood,Carlton,MCG,60898
2004,22,Essendon,Western Bulldogs,Marvel Stadium,39894
2004,22,Geelong,Hawthorn,GMHBA Stadium,21192
2004,22,Richmond,Sydney,MCG,29777
2004,22,St Kilda,Fremantle,Marvel Stadium,35329
2004,22,West Coast,Melbourne,Subiaco,39882
2005,1,Adelaide,West Coast,Football Park,39055
2005,1,Brisbane,St Kilda,Gabba,33369
2005,1,Collingwood,Western Bulldogs,MCG,53259
2005,1,Fremantle,Port Adelaide,Subiaco,33704
2005,1,Melbourne,Essendon,MCG,47849
